ID,Class,Duration
1,boat,42.3
2,kayak,42.3
3,kayak,28.4
4,beluga,10.5
5,kayak,42.3
6,kayak,42.2
7,beluga,4.06667
9,beluga,13.1667
10,beluga,5.1
15,beluga,6.73333
18,beluga,4.03333
20,beluga,6.2
25,beluga,1.46667
26,kayak,0.3
31,beluga,1.7
33,beluga,0.833333
36,beluga,0.6
38,beluga,0.2
41,beluga,1.6
42,beluga,0.666667
43,beluga,0.6
44,beluga,0.4
45,beluga,0.333333
